YEAR,GEO_NAME,CRASH_TYPE,OUTCOME_TYPE,INCIDENT_COUNT
2023,Perry,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Train,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Perry,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Train,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Portage,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Train,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Wyandot,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Rear End,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Angle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Head On,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Left Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Overturning,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Train,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Motorized,ODPS_TOTAL_FATALITIES_NBR,0
2023,Summit,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Angle,ODPS_TOTAL_FATALITIES_NBR,14
2019,Region10,Animal,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,68
2019,Region10,Head On,ODPS_TOTAL_FATALITIES_NBR,29
2019,Region10,Left Turn,ODPS_TOTAL_FATALITIES_NBR,19
2019,Region10,Motorized,ODPS_TOTAL_FATALITIES_NBR,168
2019,Region10,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,41
2019,Region10,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,3
2019,Region10,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2019,Region10,Overturning,ODPS_TOTAL_FATALITIES_NBR,11
2019,Region10,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,3
2019,Region10,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,9
2019,Region10,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,32
2019,Region10,Rear End,ODPS_TOTAL_FATALITIES_NBR,13
2019,Region10,Right Turn,ODPS_TOTAL_FATALITIES_NBR,3
2019,Region10,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,1
2019,Region10,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,2
2019,Region10,Train,ODPS_TOTAL_FATALITIES_NBR,1
2019,Region10,Unknown,ODPS_TOTAL_FATALITIES_NBR,1
2020,Region10,Angle,ODPS_TOTAL_FATALITIES_NBR,25
2020,Region10,Animal,ODPS_TOTAL_FATALITIES_NBR,2
2020,Region10,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,75
2020,Region10,Head On,ODPS_TOTAL_FATALITIES_NBR,18
2020,Region10,Left Turn,ODPS_TOTAL_FATALITIES_NBR,17
2020,Region10,Motorized,ODPS_TOTAL_FATALITIES_NBR,178
2020,Region10,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,39
2020,Region10,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,1
2020,Region10,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Overturning,ODPS_TOTAL_FATALITIES_NBR,6
2020,Region10,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,3
2020,Region10,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,2
2020,Region10,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,37
2020,Region10,Rear End,ODPS_TOTAL_FATALITIES_NBR,18
2020,Region10,Right Turn,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,1
2020,Region10,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,12
2020,Region10,Train,ODPS_TOTAL_FATALITIES_NBR,0
2020,Region10,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Angle,ODPS_TOTAL_FATALITIES_NBR,29
2021,Region10,Animal,ODPS_TOTAL_FATALITIES_NBR,3
2021,Region10,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,56
2021,Region10,Head On,ODPS_TOTAL_FATALITIES_NBR,36
2021,Region10,Left Turn,ODPS_TOTAL_FATALITIES_NBR,8
2021,Region10,Motorized,ODPS_TOTAL_FATALITIES_NBR,180
2021,Region10,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,43
2021,Region10,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,3
2021,Region10,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Overturning,ODPS_TOTAL_FATALITIES_NBR,11
2021,Region10,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,6
2021,Region10,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,4
2021,Region10,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,39
2021,Region10,Rear End,ODPS_TOTAL_FATALITIES_NBR,14
2021,Region10,Right Turn,ODPS_TOTAL_FATALITIES_NBR,2
2021,Region10,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,12
2021,Region10,Train,ODPS_TOTAL_FATALITIES_NBR,0
2021,Region10,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2022,Region10,Angle,ODPS_TOTAL_FATALITIES_NBR,40
2022,Region10,Animal,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Backing,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2022,Region10,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,78
2022,Region10,Head On,ODPS_TOTAL_FATALITIES_NBR,18
2022,Region10,Left Turn,ODPS_TOTAL_FATALITIES_NBR,14
2022,Region10,Motorized,ODPS_TOTAL_FATALITIES_NBR,188
2022,Region10,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,42
2022,Region10,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2022,Region10,Other Object,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Overturning,ODPS_TOTAL_FATALITIES_NBR,4
2022,Region10,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,4
2022,Region10,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,41
2022,Region10,Rear End,ODPS_TOTAL_FATALITIES_NBR,14
2022,Region10,Right Turn,ODPS_TOTAL_FATALITIES_NBR,1
2022,Region10,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2022,Region10,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,11
2022,Region10,Train,ODPS_TOTAL_FATALITIES_NBR,0
2022,Region10,Unknown,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Angle,ODPS_TOTAL_FATALITIES_NBR,31
2023,Region10,Animal,ODPS_TOTAL_FATALITIES_NBR,4
2023,Region10,Backing,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Falling From Or In Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Fixed Object,ODPS_TOTAL_FATALITIES_NBR,52
2023,Region10,Head On,ODPS_TOTAL_FATALITIES_NBR,31
2023,Region10,Left Turn,ODPS_TOTAL_FATALITIES_NBR,17
2023,Region10,Motorized,ODPS_TOTAL_FATALITIES_NBR,192
2023,Region10,Non-motorized,ODPS_TOTAL_FATALITIES_NBR,38
2023,Region10,Other Non-Collision,ODPS_TOTAL_FATALITIES_NBR,5
2023,Region10,Other Non-Vehicle,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Other Object,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Overturning,ODPS_TOTAL_FATALITIES_NBR,4
2023,Region10,Parked Vehicle,ODPS_TOTAL_FATALITIES_NBR,1
2023,Region10,Pedalcycles,ODPS_TOTAL_FATALITIES_NBR,3
2023,Region10,Pedestrian,ODPS_TOTAL_FATALITIES_NBR,35
2023,Region10,Rear End,ODPS_TOTAL_FATALITIES_NBR,25
2023,Region10,Right Turn,ODPS_TOTAL_FATALITIES_NBR,4
2023,Region10,Sideswipe - Meeting,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Sideswipe - Passing,ODPS_TOTAL_FATALITIES_NBR,17
2023,Region10,Train,ODPS_TOTAL_FATALITIES_NBR,0
2023,Region10,Unknown,ODPS_TOTAL_FATALITIES_NBR,1
2019,Crawford,Rear End,INCAPAC_INJURIES_NBR,0
2019,Crawford,Angle,INCAPAC_INJURIES_NBR,0
2019,Crawford,Animal,INCAPAC_INJURIES_NBR,0
2019,Crawford,Backing,INCAPAC_INJURIES_NBR,0
2019,Crawford,Fixed Object,INCAPAC_INJURIES_NBR,0
2019,Crawford,Head On,INCAPAC_INJURIES_NBR,0
2019,Crawford,Left Turn,INCAPAC_INJURIES_NBR,0
2019,Crawford,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Crawford,Other Object,INCAPAC_INJURIES_NBR,0
2019,Crawford,Overturning,INCAPAC_INJURIES_NBR,0
2019,Crawford,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Crawford,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Crawford,Pedestrian,INCAPAC_INJURIES_NBR,0
2019,Crawford,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Crawford,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Crawford,Sideswipe - Passing,INCAPAC_INJURIES_NBR,0
2019,Crawford,Train,INCAPAC_INJURIES_NBR,0
2019,Crawford,Unknown,INCAPAC_INJURIES_NBR,0
2019,Crawford,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Crawford,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Crawford,Motorized,INCAPAC_INJURIES_NBR,0
2019,Crawford,Non-motorized,INCAPAC_INJURIES_NBR,0
2019,Delaware,Rear End,INCAPAC_INJURIES_NBR,8
2019,Delaware,Angle,INCAPAC_INJURIES_NBR,15
2019,Delaware,Animal,INCAPAC_INJURIES_NBR,1
2019,Delaware,Backing,INCAPAC_INJURIES_NBR,0
2019,Delaware,Fixed Object,INCAPAC_INJURIES_NBR,22
2019,Delaware,Head On,INCAPAC_INJURIES_NBR,7
2019,Delaware,Left Turn,INCAPAC_INJURIES_NBR,8
2019,Delaware,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Delaware,Other Object,INCAPAC_INJURIES_NBR,0
2019,Delaware,Overturning,INCAPAC_INJURIES_NBR,3
2019,Delaware,Parked Vehicle,INCAPAC_INJURIES_NBR,3
2019,Delaware,Pedalcycles,INCAPAC_INJURIES_NBR,5
2019,Delaware,Pedestrian,INCAPAC_INJURIES_NBR,6
2019,Delaware,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Delaware,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Delaware,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2019,Delaware,Train,INCAPAC_INJURIES_NBR,0
2019,Delaware,Unknown,INCAPAC_INJURIES_NBR,0
2019,Delaware,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Delaware,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Delaware,Motorized,INCAPAC_INJURIES_NBR,68
2019,Delaware,Non-motorized,INCAPAC_INJURIES_NBR,11
2019,Fairfield,Rear End,INCAPAC_INJURIES_NBR,4
2019,Fairfield,Angle,INCAPAC_INJURIES_NBR,19
2019,Fairfield,Animal,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Backing,INCAPAC_INJURIES_NBR,1
2019,Fairfield,Fixed Object,INCAPAC_INJURIES_NBR,23
2019,Fairfield,Head On,INCAPAC_INJURIES_NBR,21
2019,Fairfield,Left Turn,INCAPAC_INJURIES_NBR,8
2019,Fairfield,Other Non-Collision,INCAPAC_INJURIES_NBR,3
2019,Fairfield,Other Object,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Overturning,INCAPAC_INJURIES_NBR,4
2019,Fairfield,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Pedalcycles,INCAPAC_INJURIES_NBR,2
2019,Fairfield,Pedestrian,INCAPAC_INJURIES_NBR,8
2019,Fairfield,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Sideswipe - Passing,INCAPAC_INJURIES_NBR,5
2019,Fairfield,Train,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Unknown,INCAPAC_INJURIES_NBR,1
2019,Fairfield,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Fairfield,Motorized,INCAPAC_INJURIES_NBR,89
2019,Fairfield,Non-motorized,INCAPAC_INJURIES_NBR,10
2019,Franklin,Rear End,INCAPAC_INJURIES_NBR,94
2019,Franklin,Angle,INCAPAC_INJURIES_NBR,148
2019,Franklin,Animal,INCAPAC_INJURIES_NBR,1
2019,Franklin,Backing,INCAPAC_INJURIES_NBR,0
2019,Franklin,Fixed Object,INCAPAC_INJURIES_NBR,130
2019,Franklin,Head On,INCAPAC_INJURIES_NBR,58
2019,Franklin,Left Turn,INCAPAC_INJURIES_NBR,72
2019,Franklin,Other Non-Collision,INCAPAC_INJURIES_NBR,12
2019,Franklin,Other Object,INCAPAC_INJURIES_NBR,2
2019,Franklin,Overturning,INCAPAC_INJURIES_NBR,9
2019,Franklin,Parked Vehicle,INCAPAC_INJURIES_NBR,14
2019,Franklin,Pedalcycles,INCAPAC_INJURIES_NBR,18
2019,Franklin,Pedestrian,INCAPAC_INJURIES_NBR,87
2019,Franklin,Right Turn,INCAPAC_INJURIES_NBR,10
2019,Franklin,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Franklin,Sideswipe - Passing,INCAPAC_INJURIES_NBR,60
2019,Franklin,Train,INCAPAC_INJURIES_NBR,0
2019,Franklin,Unknown,INCAPAC_INJURIES_NBR,3
2019,Franklin,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Franklin,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Franklin,Motorized,INCAPAC_INJURIES_NBR,613
2019,Franklin,Non-motorized,INCAPAC_INJURIES_NBR,105
2019,Hancock,Rear End,INCAPAC_INJURIES_NBR,0
2019,Hancock,Angle,INCAPAC_INJURIES_NBR,0
2019,Hancock,Animal,INCAPAC_INJURIES_NBR,0
2019,Hancock,Backing,INCAPAC_INJURIES_NBR,0
2019,Hancock,Fixed Object,INCAPAC_INJURIES_NBR,0
2019,Hancock,Head On,INCAPAC_INJURIES_NBR,0
2019,Hancock,Left Turn,INCAPAC_INJURIES_NBR,0
2019,Hancock,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Hancock,Other Object,INCAPAC_INJURIES_NBR,0
2019,Hancock,Overturning,INCAPAC_INJURIES_NBR,0
2019,Hancock,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Hancock,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Hancock,Pedestrian,INCAPAC_INJURIES_NBR,0
2019,Hancock,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Hancock,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Hancock,Sideswipe - Passing,INCAPAC_INJURIES_NBR,0
2019,Hancock,Train,INCAPAC_INJURIES_NBR,0
2019,Hancock,Unknown,INCAPAC_INJURIES_NBR,0
2019,Hancock,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Hancock,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Hancock,Motorized,INCAPAC_INJURIES_NBR,0
2019,Hancock,Non-motorized,INCAPAC_INJURIES_NBR,0
2019,Knox,Rear End,INCAPAC_INJURIES_NBR,3
2019,Knox,Angle,INCAPAC_INJURIES_NBR,4
2019,Knox,Animal,INCAPAC_INJURIES_NBR,2
2019,Knox,Backing,INCAPAC_INJURIES_NBR,0
2019,Knox,Fixed Object,INCAPAC_INJURIES_NBR,18
2019,Knox,Head On,INCAPAC_INJURIES_NBR,8
2019,Knox,Left Turn,INCAPAC_INJURIES_NBR,1
2019,Knox,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Knox,Other Object,INCAPAC_INJURIES_NBR,0
2019,Knox,Overturning,INCAPAC_INJURIES_NBR,1
2019,Knox,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Knox,Pedalcycles,INCAPAC_INJURIES_NBR,1
2019,Knox,Pedestrian,INCAPAC_INJURIES_NBR,2
2019,Knox,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Knox,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Knox,Sideswipe - Passing,INCAPAC_INJURIES_NBR,2
2019,Knox,Train,INCAPAC_INJURIES_NBR,0
2019,Knox,Unknown,INCAPAC_INJURIES_NBR,0
2019,Knox,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Knox,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Knox,Motorized,INCAPAC_INJURIES_NBR,39
2019,Knox,Non-motorized,INCAPAC_INJURIES_NBR,3
2019,Licking,Rear End,INCAPAC_INJURIES_NBR,7
2019,Licking,Angle,INCAPAC_INJURIES_NBR,23
2019,Licking,Animal,INCAPAC_INJURIES_NBR,3
2019,Licking,Backing,INCAPAC_INJURIES_NBR,1
2019,Licking,Fixed Object,INCAPAC_INJURIES_NBR,23
2019,Licking,Head On,INCAPAC_INJURIES_NBR,10
2019,Licking,Left Turn,INCAPAC_INJURIES_NBR,4
2019,Licking,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2019,Licking,Other Object,INCAPAC_INJURIES_NBR,0
2019,Licking,Overturning,INCAPAC_INJURIES_NBR,7
2019,Licking,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Licking,Pedalcycles,INCAPAC_INJURIES_NBR,2
2019,Licking,Pedestrian,INCAPAC_INJURIES_NBR,2
2019,Licking,Right Turn,INCAPAC_INJURIES_NBR,5
2019,Licking,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Licking,Sideswipe - Passing,INCAPAC_INJURIES_NBR,6
2019,Licking,Train,INCAPAC_INJURIES_NBR,0
2019,Licking,Unknown,INCAPAC_INJURIES_NBR,0
2019,Licking,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Licking,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Licking,Motorized,INCAPAC_INJURIES_NBR,90
2019,Licking,Non-motorized,INCAPAC_INJURIES_NBR,4
2019,Madison,Rear End,INCAPAC_INJURIES_NBR,11
2019,Madison,Angle,INCAPAC_INJURIES_NBR,10
2019,Madison,Animal,INCAPAC_INJURIES_NBR,0
2019,Madison,Backing,INCAPAC_INJURIES_NBR,0
2019,Madison,Fixed Object,INCAPAC_INJURIES_NBR,13
2019,Madison,Head On,INCAPAC_INJURIES_NBR,3
2019,Madison,Left Turn,INCAPAC_INJURIES_NBR,1
2019,Madison,Other Non-Collision,INCAPAC_INJURIES_NBR,2
2019,Madison,Other Object,INCAPAC_INJURIES_NBR,0
2019,Madison,Overturning,INCAPAC_INJURIES_NBR,1
2019,Madison,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Madison,Pedalcycles,INCAPAC_INJURIES_NBR,1
2019,Madison,Pedestrian,INCAPAC_INJURIES_NBR,4
2019,Madison,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Madison,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Madison,Sideswipe - Passing,INCAPAC_INJURIES_NBR,5
2019,Madison,Train,INCAPAC_INJURIES_NBR,0
2019,Madison,Unknown,INCAPAC_INJURIES_NBR,0
2019,Madison,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Madison,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Madison,Motorized,INCAPAC_INJURIES_NBR,46
2019,Madison,Non-motorized,INCAPAC_INJURIES_NBR,5
2019,Marion,Rear End,INCAPAC_INJURIES_NBR,2
2019,Marion,Angle,INCAPAC_INJURIES_NBR,15
2019,Marion,Animal,INCAPAC_INJURIES_NBR,1
2019,Marion,Backing,INCAPAC_INJURIES_NBR,0
2019,Marion,Fixed Object,INCAPAC_INJURIES_NBR,11
2019,Marion,Head On,INCAPAC_INJURIES_NBR,4
2019,Marion,Left Turn,INCAPAC_INJURIES_NBR,3
2019,Marion,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Marion,Other Object,INCAPAC_INJURIES_NBR,0
2019,Marion,Overturning,INCAPAC_INJURIES_NBR,1
2019,Marion,Parked Vehicle,INCAPAC_INJURIES_NBR,2
2019,Marion,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Marion,Pedestrian,INCAPAC_INJURIES_NBR,0
2019,Marion,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Marion,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Marion,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2019,Marion,Train,INCAPAC_INJURIES_NBR,0
2019,Marion,Unknown,INCAPAC_INJURIES_NBR,0
2019,Marion,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Marion,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Marion,Motorized,INCAPAC_INJURIES_NBR,40
2019,Marion,Non-motorized,INCAPAC_INJURIES_NBR,0
2019,Morrow,Rear End,INCAPAC_INJURIES_NBR,7
2019,Morrow,Angle,INCAPAC_INJURIES_NBR,6
2019,Morrow,Animal,INCAPAC_INJURIES_NBR,0
2019,Morrow,Backing,INCAPAC_INJURIES_NBR,0
2019,Morrow,Fixed Object,INCAPAC_INJURIES_NBR,8
2019,Morrow,Head On,INCAPAC_INJURIES_NBR,4
2019,Morrow,Left Turn,INCAPAC_INJURIES_NBR,4
2019,Morrow,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Morrow,Other Object,INCAPAC_INJURIES_NBR,0
2019,Morrow,Overturning,INCAPAC_INJURIES_NBR,3
